C:\tools\jdk1.8.0_77\bin\java -Didea.launcher.port=7532 "-Didea.launcher.bin.path=C:\Program Files (x86)\JetBrains\IntelliJ IDEA 2016.2\bin" -Dfile.encoding=UTF-8 -classpath "C:\tools\jdk1.8.0_77\jre\lib\charsets.jar;C:\tools\jdk1.8.0_77\jre\lib\deploy.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\access-bridge-64.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\cldrdata.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\dnsns.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\jaccess.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\jfxrt.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\localedata.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\nashorn.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\sunec.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\sunjce_provider.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\sunmscapi.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\sunpkcs11.jar;C:\tools\jdk1.8.0_77\jre\lib\ext\zipfs.jar;C:\tools\jdk1.8.0_77\jre\lib\javaws.jar;C:\tools\jdk1.8.0_77\jre\lib\jce.jar;C:\tools\jdk1.8.0_77\jre\lib\jfr.jar;C:\tools\jdk1.8.0_77\jre\lib\jfxswt.jar;C:\tools\jdk1.8.0_77\jre\lib\jsse.jar;C:\tools\jdk1.8.0_77\jre\lib\management-agent.jar;C:\tools\jdk1.8.0_77\jre\lib\plugin.jar;C:\tools\jdk1.8.0_77\jre\lib\resources.jar;C:\tools\jdk1.8.0_77\jre\lib\rt.jar;C:\henry\finance\target\classes;C:\henry\finance\lib\commons-codec-1.4.jar;C:\henry\finance\lib\commons-logging-1.1.1.jar;C:\henry\finance\lib\h2-1.3.159.jar;C:\henry\finance\lib\httpclient-4.1.2.jar;C:\henry\finance\lib\httpclient-cache-4.1.2.jar;C:\henry\finance\lib\httpcore-4.1.2.jar;C:\henry\finance\lib\httpmime-4.1.2.jar;C:\Users\hyang\.m2\repository\org\apache\httpcomponents\httpclient\4.1.2\httpclient-4.1.2.jar;C:\Users\hyang\.m2\repository\org\apache\httpcomponents\httpcore\4.1.2\httpcore-4.1.2.jar;C:\Users\hyang\.m2\repository\commons-logging\commons-logging\1.1.1\commons-logging-1.1.1.jar;C:\Users\hyang\.m2\repository\commons-codec\commons-codec\1.4\commons-codec-1.4.jar;C:\Program Files (x86)\JetBrains\IntelliJ IDEA 2016.2\lib\idea_rt.jar" com.intellij.rt.execution.application.AppMain com.hy.financial.client
URL: http://ichart.finance.yahoo.com/table.csv?&g=d&ignore=.csv&e=14&d=7&f=2016&b=14&a=3&c=2016
1 ACITX 2016-08-12 11.93 2016-05-13 11.733674 1.6731873 0.42088318
2 ACWV 2016-08-11 78.1 2016-05-12 73.32633 6.5101624 1.0218658
3 AMLP 2016-08-11 12.6 2016-05-12 11.747303 7.258667 -0.008865356
4 ASHR 2016-08-12 25.03 2016-05-13 22.8 9.780708 3.1739502
5 BCHYX 2016-08-12 10.97 2016-05-13 10.739033 2.1507263 0.27423096
6 BCITX 2016-08-12 12.24 2016-05-13 12.109289 1.0794296 0.16366577
7 BCLTX 2016-08-12 12.18 2016-05-13 11.980851 1.6622314 0.24691772
8 BMBSX 2016-08-12 12.18 2016-05-13 12.094076 0.7104645 0.16447449
9 BND 2016-08-12 84.33 2016-05-13 82.71705 1.9499664 0.39285278
10 BRSVX 2016-08-12 21.58 2016-05-13 20.07 7.5236664 -0.82720184
11 BSV 2016-08-12 80.91 2016-05-13 80.34211 0.7068405 0.11136627
12 BTTTX 2016-08-12 105.25 2016-05-13 104.33 0.88181305 0.1522522
13 BULIX 2016-08-12 19.06 2016-05-13 18.037378 5.669449 -0.10482788
14 CGMRX 2016-08-12 28.69 2016-05-13 26.784868 7.1127167 -0.34734344
15 CHAD 2016-08-12 41.18 2016-05-13 46.1 -10.672447 -3.0602646
16 CHTTX 2016-08-12 37.51 2016-05-13 34.08 10.064545 -0.47758484
17 CSCO 2016-08-12 30.87 2016-05-13 26.290495 17.418861 -0.5476837
18 DBC 2016-08-12 14.56 2016-05-13 14.48 0.55249023 1.3927612
19 DIA 2016-08-12 185.9 2016-05-13 174.38802 6.6013565 0.34545898
20 DODFX 2016-08-12 37.82 2016-05-13 34.29 10.294548 2.6880112
21 DODGX 2016-08-12 170.04 2016-05-13 155.34953 9.456398 0.342247
22 DODIX 2016-08-12 13.91 2016-05-13 13.555611 2.614334 0.57845306
23 DRTAX 2016-08-12 12.18 2016-05-13 12.019578 1.3346786 0.16447449
24 EEH 2016-08-12 16.85 2016-05-13 15.58 8.151482 0.0
25 EEM 2016-08-12 37.48 2016-05-13 32.018425 17.057594 2.3484497
26 EEMV 2016-08-11 54.69 2016-05-12 49.444855 10.608063 2.9749527
27 EES 2016-08-12 82.97 2016-05-13 75.77662 9.492874 -0.6228256
28 EFA 2016-08-12 58.81 2016-05-13 55.8224 5.3519745 1.8178711
29 EMLC 2016-08-11 19.27 2016-05-12 18.158167 6.1230545 2.0116577
30 EPU 2016-08-11 35.37 2016-05-12 29.22722 21.017326 1.3757477
